year,country_iso3,country_name,country_role,indicator,indicator_code,value,measure_note,source_tier,source_url,source_retrieved_at
2000,CAN,Canada,reference,net_migration,SM.POP.NETM,201727,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,CAN,Canada,reference,net_migration,SM.POP.NETM,222100,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,CAN,Canada,reference,net_migration,SM.POP.NETM,208060,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,CAN,Canada,reference,net_migration,SM.POP.NETM,185643,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,CAN,Canada,reference,net_migration,SM.POP.NETM,194611,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,CAN,Canada,reference,net_migration,SM.POP.NETM,204526,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,CAN,Canada,reference,net_migration,SM.POP.NETM,202175,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,CAN,Canada,reference,net_migration,SM.POP.NETM,213801,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,CAN,Canada,reference,net_migration,SM.POP.NETM,238083,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,CAN,Canada,reference,net_migration,SM.POP.NETM,244463,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,CAN,Canada,reference,net_migration,SM.POP.NETM,225369,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,CAN,Canada,reference,net_migration,SM.POP.NETM,227075,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,CAN,Canada,reference,net_migration,SM.POP.NETM,243748,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,CAN,Canada,reference,net_migration,SM.POP.NETM,239813,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,CAN,Canada,reference,net_migration,SM.POP.NETM,192884,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,CAN,Canada,reference,net_migration,SM.POP.NETM,224332,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,CAN,Canada,reference,net_migration,SM.POP.NETM,329455,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,CAN,Canada,reference,net_migration,SM.POP.NETM,372685,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,CAN,Canada,reference,net_migration,SM.POP.NETM,420224,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,CAN,Canada,reference,net_migration,SM.POP.NETM,387685,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,CAN,Canada,reference,net_migration,SM.POP.NETM,256592,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,CAN,Canada,reference,net_migration,SM.POP.NETM,198867,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,CAN,Canada,reference,net_migration,SM.POP.NETM,459988,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,CAN,Canada,reference,net_migration,SM.POP.NETM,433842,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,CAN,Canada,reference,net_migration,SM.POP.NETM,368599,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CAN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,CHN,China,origin,net_migration,SM.POP.NETM,-365986,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,CHN,China,origin,net_migration,SM.POP.NETM,-250750,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,CHN,China,origin,net_migration,SM.POP.NETM,-279251,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,CHN,China,origin,net_migration,SM.POP.NETM,-40472,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,CHN,China,origin,net_migration,SM.POP.NETM,-96102,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,CHN,China,origin,net_migration,SM.POP.NETM,-62622,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,CHN,China,origin,net_migration,SM.POP.NETM,-176419,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,CHN,China,origin,net_migration,SM.POP.NETM,-761291,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,CHN,China,origin,net_migration,SM.POP.NETM,-613223,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,CHN,China,origin,net_migration,SM.POP.NETM,-770977,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,CHN,China,origin,net_migration,SM.POP.NETM,-103701,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,CHN,China,origin,net_migration,SM.POP.NETM,-759559,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,CHN,China,origin,net_migration,SM.POP.NETM,-1042019,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,CHN,China,origin,net_migration,SM.POP.NETM,-764370,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,CHN,China,origin,net_migration,SM.POP.NETM,-177135,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,CHN,China,origin,net_migration,SM.POP.NETM,-184144,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,CHN,China,origin,net_migration,SM.POP.NETM,-416189,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,CHN,China,origin,net_migration,SM.POP.NETM,-58864,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,CHN,China,origin,net_migration,SM.POP.NETM,-188951,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,CHN,China,origin,net_migration,SM.POP.NETM,-371108,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,CHN,China,origin,net_migration,SM.POP.NETM,-646941,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,CHN,China,origin,net_migration,SM.POP.NETM,-153056,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,CHN,China,origin,net_migration,SM.POP.NETM,-94625,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,CHN,China,origin,net_migration,SM.POP.NETM,-198206,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,CHN,China,origin,net_migration,SM.POP.NETM,-656091,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,CHN,China,origin,net_migration,SM.POP.NETM,-91577,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,CHN,China,origin,net_migration,SM.POP.NETM,-379749,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,CHN,China,origin,net_migration,SM.POP.NETM,-293846,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,CHN,China,origin,net_migration,SM.POP.NETM,-567724,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,CHN,China,origin,net_migration,SM.POP.NETM,-318992,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/CHN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,EGY,"Egypt, Arab Rep.",origin,net_migration,SM.POP.NETM,-38920,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/EGY/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,EGY,"Egypt, Arab Rep.",origin,net_migration,SM.POP.NETM,-44272,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/EGY/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,EGY,"Egypt, Arab Rep.",origin,net_migration,SM.POP.NETM,-45599,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/EGY/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,EGY,"Egypt, Arab Rep.",origin,net_migration,SM.POP.NETM,78858,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/EGY/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,EGY,"Egypt, Arab Rep.",origin,net_migration,SM.POP.NETM,22026,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/EGY/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
